,project,property_type,price,area,n_bedrooms,n_bathrooms,balcony_direction,legal,posted_date,post_title,post_description,post_id,Cl Gia,area_cl
650,Vinhomes Times City - Park Hill,Apartment,3000.0,68.1,2,2,Đông,có sổ đỏ/sổ hồng,2020-11-16 00:00:00 UTC,None,"Gia đình cần bán nhanh căn 2 phòng ngủ sáng Park Premium, căn hộ có diện tích 68,1m2 được thiết kế đầy đủ tiện nghi với 2 phòng ngủ sáng, 2 vệ sinh, 2 ban công và phòng khách + bếp.Nhà đã có phí dịch vụ 10 năm, rất rất mới và đẹp (cam kết 100% như hình).Căn hộ phù hợp với cặp vợ chồng trẻ, có 1 hoặc 2 con nhỏ.Ai thiện chí mua liên hệ: 0984.105.183.Xin cảm ơn!",27814331,3-4.5,50-80
651,Vinhomes Times City - Park Hill,Apartment,4350.0,96.0,3,2,Đông-Nam,có sổ đỏ/sổ hồng,2020-11-16 00:00:00 UTC,None,"Mình chính chủ cần bán căn 3 phòng ngủ sáng, ban công Đông Nam, tòa Park 5 Times City.Căn hộ thiết kế rất hợp lý, có hướng ban công rất mát và view cực thoáng thoáng; đồng thời căn hộ nằm ở tầng vip (tầng rất đẹp).Nhà rất mới và đẹp, đã có sổ đỏ chính chủ, không vay ngân hàng.Ai thiện chí mua liên hệ: 0984.105.183.",27814243,3-4.5,80-100
652,Vinhomes Times City - Park Hill,Apartment,3150.0,80.1,2,2,unknown,unknown,2020-11-16 00:00:00 UTC,None,"Chúng tôi cần bán gấp các căn hộ chung cư ở Times City và Park Hill, 458 Minh Khai, Hai Bà Trưng, Hà Nội. Tel: 0968 573 945.Cụ thể như sau:* Khu Park Hill:- Căn 2PN tòa nhà Park 8 diện tích 70m2, view quảng trường Park Hill, giá bán 2.75 tỷ.- Căn 2PN tòa nhà Park 1 diện tích 84m2, giá bán 3,3 tỷ.- Căn 2PN tòa nhà Park 7 diện tích 80,1m2, giá bán 3,15 tỷ.- Căn 2PN tòa nhà Park 11 - diện tích 79m2, ban công hướng Nam, giá bán 3,450 tỷ.- Căn 2PN tòa nhà Park 12 - diện tích 78m2, cửa vào hướng Bắc, ban công Nam, giá bán 3.3 tỷ.- Căn 2PN tòa nhà Park 5 diện tích 68m2, có 10 năm miễn dịch vụ, giá bán 2.6 tỷ.- Căn 2PN tòa nhà Park 1 diện tích 87m2, giá bán 3.2 tỷ.- Căn 3PN tòa nhà Park 3 - diện tích 128m2, cửa vào hướng Nam, ban công hướng Bắc (căn hoa hậu), giá bán 4.5 tỷ.- Căn 3PN tòa nhà Park 5, diện tích 105m2, cửa vào hướng Bắc, ban công hướng Nam, nội thất thiết kế, mới hoàn thiện, giá bán 4.3 tỷ.- Căn 3PN tòa nhà Park 6, tòa nhà P7, tòa nhà P8 120m2, giá bán 3,8 tỷ - 4,5 tỷ.- Căn 3PN tòa nhà Park 1, tòa nhà P2 118m2, giá bán 4,2 tỷ - 4,3 tỷ.- Căn 3PN tòa nhà Park 5 90m2, giá bán 3,5 tỷ - 3,6 tỷ.- Căn 3PN tòa nhà Park 10 120m2, giá bán 5,1 tỷ.- Căn 3PN tòa nhà Park 11 128m2, giá bán 5,4 tỷ.* Khu Times City:- Căn 2PN tòa nhà T10 diện tích 83m2, cửa hướng Tây, ban công hướng Nam thoáng mát, nhà full nội thất, giá bán 2.7 tỷ.- Căn 2PN tòa nhà T5, tòa nhà T6, tòa nhà T7 - diện tích 87m2, 2PN sang, giá bán 3.1 - 3.2 tỷ.- Căn 2PN tòa nhà T2, tòa nhà T3 - diện tích 108m2, giá bán 3.2 tỷ.- Căn 2PN tòa nhà T1, tòa nhà T4 - diện tích 95m2, giá bán 2.9 tỷ.- Căn 2PN tòa nhà T2, tòa nhà T3 - diện tích 95m2, giá bán 3 tỷ.- Căn 2PN tòa nhà T5, tòa nhà T6, tòa nhà T7 - diện tích 75m2, giá bán 2.4-2.5 tỷ.- Các căn góc 3 PN, tòa nhà T5, T6, T7 - diện tích 110m2, cửa vào Tây, ban công Nam, giá bán 4.2- 4.4 tỷ;Cửa vào Đông, ban công Tây, giá bán 4.0. - 4.2 tỷ.- Căn 3PN tòa nhà T18 - 95m2, giá bán 3,3 tỷ bao phí.- Căn 3PN tòa nhà T2, T3 - 118m2, giá bán 3,8 tỷ.- Căn góc 3PN tòa nhà T6, diện tích 110m2, nội thất đẹp đã cải tạo, view nhạc nước, giá bán 4,5 tỷ.- Căn góc 3PN tòa nhà T8, tòa nhà T9 - 104m2, giá bán 3,8 tỷ.- Căn góc 3PN tòa nhà T18 - 114,5m2, giá bán 4 tỷ.- Căn góc 3PN tòa nhà T8, tòa nhà T9 - 109m2, giá bán 3,9 tỷ.- Căn góc 3PN tòa nhà T1, tòa nhà T4 - 110m2, giá bán 4.1 tỷ.Số lượng căn hộ cắt lỗ sâu còn nhiều, mọi chi tiết vui lòng liên hệ: 0968573945 (phòng kinh doanh chủ đầu tư).",23082830,3-4.5,80-100
653,Vinhomes Times City - Park Hill,Apartment,4700.0,116.0,3,2,Bắc,unknown,2020-11-16 00:00:00 UTC,None,"Chính chủ bán căn hộ 3 phòng ngủ Park 10.Diện tích căn hộ 116m2 với thiết kế 3 phòng ngủ, view nhạc nước.Căn hộ tầng trung, ban công hướng Bắc tránh nắng.Nội thất đầy đủ tivi, sofa, giường tủ.Giá bán 4,7 tỷ.Liên hệ Minh Đức: 090.2244.953.",26487839,4.5-7.5,100-150
654,Vinhomes Times City - Park Hill,Apartment,3000.0,71.0,2,2,unknown,unknown,2020-11-16 00:00:00 UTC,None,"Chính chủ bán căn hộ Park 7.Căn hộ có diện tích 71m2, thiết kế 2 phòng ngủ sáng thoáng.Tầng trung thoáng mát.Nội đầy đủ tivi, sofa, điều hòa, tủ lạnh,...Giá bán 3 tỷ.Liên hệ Minh Đức: 090.2244.953.",26364614,3-4.5,50-80
655,Vinhomes Times City - Park Hill,Apartment,3150.0,80.0,2,2,Tây,unknown,2020-11-16 00:00:00 UTC,None,"Bán gấp căn hộ 80m2 - 2PN chung cư Times City Park Hill.- DT: 80m2 - 2PN, 1 phòng khách, bếp, căn hộ thiết kế hài hòa hợp lý, view thoáng mát và đẹp. Nhà vẫn còn mới nguyên, khách mua nhận nhà vào ở ngay.- Nội thất: Đầy đủ nội thất liền tường, có để lại 1 số đồ rời cho khách.- Giá bán: 3,15 tỷ (VAT + BT). Bao phí sang tên.- LH trực tiếp: A. Huy: 0936.402.168 (Zalo/Viber).",26075482,3-4.5,80-100
656,Vinhomes Times City - Park Hill,Apartment,4250.0,98.0,3,2,Bắc,có sổ đỏ/sổ hồng,2020-11-16 00:00:00 UTC,None,"Bán căn hộ 98m2 - 3PN Times City Park Hill - Minh Khai - Hai Bà Trưng.- Thiết kế: 98m2 - 3PN sáng, 2WC. Tầng trung, ban công thoáng mát, nội thất nguyên bản của chủ đầu tư: Điều hòa âm trần, tủ âm tường, cửa chống cháy, thiết bị vệ sinh, sàn gỗ, thiết bị bếp đầy đủ. Khách mua chỉ sắm thêm nội thất rời vào ở.- Giá bán: 4,25 tỷ (bao phí). Sổ đỏ chính chủ.- LH để tư vấn và xem căn hộ: 0936.402.168 (zalo/viber 24/7).",27704922,3-4.5,80-100
657,Vinhomes Times City - Park Hill,Apartment,2950.0,75.0,2,2,Bắc,có sổ đỏ/sổ hồng,2020-11-16 00:00:00 UTC,None,"Gia đình bán gấp căn hộ 75m2 - 2PN chung cư Times City Park Hill - 458 Minh Khai - Hà Nội.- Thiết kế: 75m2 - 2PN, 2WC, 1 phòng khách, bếp. Thiết kế hài hòa hợp lý, nhà ít ở nên mới nguyên, khách mua nhận nhà vào ở ngay. Sổ đỏ chính chủ.- Nội thất: Chủ nhà để lại toàn bộ nội thất trong căn hộ. Khách mua chỉ việc đến ở.- Giá bán cực rẻ: 2,95 tỷ (VAT + BT). Bao phí sang tên sổ đỏ.- LH trực tiếp: 0936.402.168 (Zalo/Viber).",27076771,2-3,50-80
658,Vinhomes Times City - Park Hill,Apartment,4400.0,104.0,3,2,Bắc,có sổ đỏ/sổ hồng,2020-11-16 00:00:00 UTC,None,"Gia đình bán gấp căn hộ 104m2 - 3PN chung cư Times City Park Hill - 458 Minh Khai - Hà Nội.- Thiết kế: 104m2 - 3PN, 2WC, 1 phòng khách, bếp. View thoáng mát. Nhà vẫn còn mới nguyên, khách mua nhận nhà vào ở ngay. Chủ nhà để lại toàn bộ nội thất cao cấp trong căn hộ. Khách mua chỉ việc đến ở.  - Giá bán cực rẻ: 4,4 tỷ (VAT + BT). Bao phí sang tên sổ đỏ.- LH trực tiếp:  0987.457.984 (Zalo/Viber).",26867678,3-4.5,100-150
659,Vinhomes Times City - Park Hill,Apartment,4300.0,104.0,3,2,Bắc,unknown,2020-11-16 00:00:00 UTC,None,"Gia đình bán gấp căn hộ 104m2 - 3PN chung cư Times City Park Hill - 458 Minh Khai - Hà Nội.- Thiết kế: 104m2 - 3PN, 2WC, 1 phòng khách rộng, bếp. Thiết kế hài hòa hợp lý, căn nào cũng có ánh sáng tự nhiên.- Nội thất: Chủ nhà để lại toàn bộ nội thất cao cấp khách chỉ việc xách vali vào ở: Sàn gỗ, tủ âm tường, điều hòa âm trần Daikin, thiết bị bếp đầy đủ, thiết bị vệ sinh, ti vi, tủ lạnh, máy giặt, sofa, giường tủ...- Giá bán cực rẻ: 4,4 tỷ (VAT + BT). Bao phí sang tên sổ đỏ.- LH trực tiếp: A Huy: 0987.457.984 (Zalo/Viber).",27055069,3-4.5,100-150
660,Vinhomes Times City - Park Hill,Apartment,3850.0,90.0,3,2,Bắc,có sổ đỏ/sổ hồng,2020-11-16 00:00:00 UTC,None,"Bán căn hộ 90m2 - 3PN Times City Park Hill - Minh Khai - Hai Bà Trưng.- Thiết kế: 90m2 - 3PN sáng, 2WC. Tầng trung, ban công thoáng mát, nội thất nguyên bản của chủ đầu tư: Điều hòa âm trần, tủ âm tường, cửa chống cháy, thiết bị vệ sinh, sàn gỗ, thiết bị bếp đầy đủ. Khách mua chỉ sắm thêm nội thất rời vào ở.- Giá bán: 3,85 tỷ(bao phí). Sổ đỏ chính chủ.- LH để tư vấn và xem căn hộ: 0987.457.984 (zalo/viber 24/7).",26753718,3-4.5,80-100
661,Vinhomes Times City - Park Hill,Apartment,4250.0,98.0,3,2,Bắc,unknown,2020-11-16 00:00:00 UTC,None,"Bán căn hộ 98m2 - 3PN Times City Park Hill - Minh Khai - Hai Bà Trưng.- Thiết kế: 98m2 - 3PN sáng, 2WC. Tầng trung, ban công thoáng mát, nội thất nguyên bản của chủ đầu tư: Điều hòa âm trần, tủ âm tường, cửa chống cháy, thiết bị vệ sinh, sàn gỗ, thiết bị bếp đầy đủ. Khách mua chỉ sắm thêm nội thất rời vào ở.- Giá bán: 4,25 tỷ(bao phí). Sổ đỏ chính chủ.- LH để tư vấn và xem căn hộ: 0987.457.984 (zalo/viber 24/7).",27704873,3-4.5,80-100
662,Vinhomes Times City - Park Hill,Apartment,3350.0,97.5,2,2,Tây-Bắc,có sổ đỏ/sổ hồng,2020-11-16 00:00:00 UTC,None,"Gia đình bán gấp căn góc 97,5m2 - 2PN chung cư Times City Park Hill - 458 Minh Khai - Hà Nội.- Thiết kế: 97,5m2 - 2PN, 2WC, 1 phòng khách rộng, bếp riêng biệt. View cực đẹp và thoáng. Nhà vẫn còn mới nguyên, khách mua nhận nhà vào ở ngay.- Nội thất: Chủ nhà để lại toàn bộ nội thất liền tường. Miễn phí 10 năm dịch vụ, bể bơi, sân chơi thể thao...- Giá bán cực rẻ: 3.35 tỷ (VAT + BT). Bao phí sang tên sổ đỏ.- LH trực tiếp: A Huy: 0987.457.984 (Zalo/Viber).",26793377,3-4.5,80-100
663,Vinhomes Times City - Park Hill,Apartment,3450.0,75.0,2,2,unknown,có sổ đỏ/sổ hồng,2020-11-16 00:00:00 UTC,None,"Bán căn hộ thông minh 2PN tại P9 Park Hill Premium giá 3,45 tỷ, view siêu đẹp và thoáng. LH: 0978468230.- Diện tích: 75m2.- Ban công: Hướng Bắc, view siêu đẹp và thoáng.- Thiết kế căn hộ: Căn hộ được thiết kế với 2 phòng ngủ vuông vắn đều đón ánh sáng tự nhiên, 2 WC, phòng khách rộng thoáng, phòng bếp riêng biệt nên khi nấu ăn không bị mùi thức ăn.- Nội thất căn hộ: Điều hòa âm trần, bếp điện, tủ bếp, tủ âm tường, sàn gỗ, trần thạch cao, thiết bị vệ sinh nhập ngoại, đèn chùm...- Pháp lý: Căn hộ đã có sổ đỏ.- Giá bán: 3.45 tỷ bao phí.- Liên hệ: Lâm Hòa 0978468230 (zalo, viber, Ims).",27559142,3-4.5,50-80
664,Vinhomes Times City - Park Hill,Apartment,3350.0,80.0,2,2,Bắc,có sổ đỏ/sổ hồng,2020-11-16 00:00:00 UTC,None,"Nhu cầu chuyển căn hộ diện tích rộng hơn chủ nhà cần bán căn hộ 2PN diện tích 80m2, Park 8 - tòa đẹp nhất ParkHill TimesCity, 458 Minh Khai, Hai Bà Trưng, HN.Thông tin căn hộ:- Tổng diện tích: 80m2.- Thiết kế căn hộ thông minh với 2PN và phòng khách vuông vắn đều có ánh sáng tự nhiên, 1 phòng bếp, 1 phòng ăn, 2WC và 2 logia thông thoáng.- Nội thất bàn giao chủ đầu tư: Sàn gỗ, trần thạch cao, thiết bị vệ sinh và thiết bị chiếu sáng đầy đủ, tủ bếp và bếp, điều hòa âm tường hai chiều, tủ âm tường.- Căn hộ đã có sổ đỏ, thuận tiện cho việc chuyển nhượng.- Giá: 3,35 tỷ (nhà có sổ đỏ, có xuất để xe).- Liên hệ để được tư vấn chi tiết và xem nhà, hotline: 0963 702 813 Phạm Thủy Chuyên viên tư vấn (Zalo, Viber, imessage).- Http://bdsnhamoi.vn",27340964,3-4.5,80-100
665,Vinhomes Times City - Park Hill,Apartment,3000.0,73.0,2,2,Bắc,có sổ đỏ/sổ hồng,2020-11-16 00:00:00 UTC,None,"Chủ nhà không có nhu cầu sử dụng muốn bán lại CH 2PN tại tòa P3 thuộc quần thể Park Hill Times City, 458 Minh Khai, Hai Bà Trưng, Hà Nội.Thông tin căn hộ:- Tổng diện tích: 73m2.- Thiết kế căn hộ với 2 logia làm cho toàn bộ 2PN và phòng khách đều có ánh sáng tự nhiên, cùng với 1 phòng bếp, 1 phòng ăn, 2WC.- Nội thất bàn giao nguyên bản CĐT: Sàn gỗ, trần thạch cao, thiết bị vệ sinh, thiết bị chiếu sáng đầy đủ, điều hòa, tủ bếp và bếp,...- Giá bán: 3 tỷ bao toàn bộ thuế phí (sổ đỏ chính chủ).- Liên hệ để được tư vấn chi tiết và xem nhà, hotline: 0963 702 813 Phạm Thủy chuyên viên tư vấn(zalo, viber, imessage).- http://bdsnhamoi.vn",27422741,3-4.5,50-80
666,Vinhomes Times City - Park Hill,Apartment,5850.0,122.0,3,2,Đông-Bắc,có sổ đỏ/sổ hồng,2020-11-16 00:00:00 UTC,None,"Vì lý do công việc chủ nhà nhờ bán gấp CH SmartHome 3PN 122m2, tòa P11, Park Premium, sổ đỏ chính chủ, giá 5.85 tỷ bao phí sang tên.Thông tin căn hộ:- Tổng diện tích: 122m2.- Thiết kế: Căn hộ được thiết kế thông minh với 3PN và phòng khách đều có ánh sáng tự nhiên, 2 WC, 1 phòng khách, 1 phòng bếp và 1 phòng ăn, 3 logia thông thoáng.- Bàn giao full nội thất: Sàn gỗ, trần thạch cao, thiết bị vệ sinh và thiết bị chiếu sáng đầy đủ, tủ bếp và bếp, tủ âm tường, sofa, tivi, tủ lạnh, giường.- Giá bán: 5.85 tỷ bao toàn bộ thuế phí (căn hộ đã có sổ đỏ).- Liên hệ để được tư vấn chi tiết và xem nhà, hotline: 0963 702 813 Phạm Thủy chuyên viên tư vấn (Zalo, Viber, Imessage).- http://bdsnhamoi.vn",27632693,4.5-7.5,100-150
667,Vinhomes Times City - Park Hill,Apartment,3230.0,75.0,2,2,Đông,có sổ đỏ/sổ hồng,2020-11-16 00:00:00 UTC,None,"Bán nhanh căn hộ 2 ngủ sáng tầng trung tại Park Hill Times City giá 3.230 tỷ. Lh: 0978468230.- Diện tích: 75m2.- Ban công: Hướng Đông, view sông hồng thoáng mát...- Thiết kế căn hộ: Căn hộ được thiết kế với 2 phòng ngủ vuông vắn, 2 WC, phòng khách rộng thoáng có logia, phòng bếp thoáng khi nấu ăn không bị mùi thức ăn.- Nội thất căn hộ: Điều hòa âm trần, bếp điện, tủ bếp, tủ âm tường, sàn gỗ, trần thạch cao, thiết bị vệ sinh nhập ngoại, đèn chùm...- Giá bán: 3.230 tỷ bao phí sang tên sổ đỏ.- Liên hệ: Lâm Hòa 0978468230 (zalo, viber, Ims).",27692955,3-4.5,50-80
668,Vinhomes Times City - Park Hill,Apartment,4500.0,110.0,3,2,Bắc,có sổ đỏ/sổ hồng,2020-11-16 00:00:00 UTC,None,"Gia đình cần căn hộ diện tích 110m2 khu Times.- Căn góc 3 ngủ đều đón ánh sáng tự nhiên.- Tầng trung đẹp, view nhạc nước.- Gia đình đã sửa lại bếp thoáng, để lại toàn bộ đồ nội thất cho gia chủ mới.Liên hệ: 0962606963/ 0393357113 (Hỗ trợ xem nhà trực tiếp).",27811035,4.5-7.5,100-150
669,Vinhomes Times City - Park Hill,Apartment,3750.0,109.0,2,2,Tây,có sổ đỏ/sổ hồng,2020-11-16 00:00:00 UTC,None,"Thiện chí bán căn 109m2 view Nhạc Nước tại Times, giá 3.75 tỷ full đồ, nhà mới đã sửa bếp thoáng.- Diện tích: 109m2.- Ban công: Hướng tây, view Nhạc Nước tuyệt đẹp.- Thiết kế căn hộ: Căn hộ được thiết kế với 2 phòng ngủ vuông vắn, 2WC, phòng khách rộng thoáng có logia, phòng bếp thoáng...- Nội thất căn hộ: Tivi, tủ lạnh, máy giặt, giường tủ, sofa, bàn ăn, Điều hòa, bếp điện, tủ bếp, tủ âm tường, sàn gỗ, trần thạch cao, thiết bị vệ sinh nhập ngoại, đèn chùm...- Pháp lý: Căn hộ đã có sổ đỏ.- Giá bán: 3.75 tỷ (gia đình chịu phí sang tên sổ đỏ).- Liên hệ: Lâm Hòa 0978468230 (Zalo, Viber, Ims).",27426703,3-4.5,100-150
670,Vinhomes Times City - Park Hill,Apartment,2850.0,82.0,2,2,Bắc,có sổ đỏ/sổ hồng,2020-11-16 00:00:00 UTC,None,"Thiện chí bán nhanh căn 82m2 - 2PN sáng tầng trung tại Times City, rẻ nhất thị trường, chỉ 2.85 tỷ bao phí.- Diện tích: 82m2.- Thiết kế căn hộ: Căn hộ được thiết kế với 2 phòng ngủ vuông vắn đều lấy ánh sáng tự nhiên, 2 WC, phòng khách rộng thoáng, phòng bếp riêng biệt.- Nội thất căn hộ: Điều hòa, bếp điện, tủ bếp, tủ âm tường, sàn gỗ, trần thạch cao, thiết bị vệ sinh nhập ngoại, đèn chùm...- Pháp lý: Căn hộ đã có sổ đỏ, không vay NH.- Giá bán: 2.85 tỷ (gia đình chịu phí sang tên sổ đỏ).Vui lòng liên hệ: 0979011612 Lê Hiền (Zalo/Face/Viber/Imessage).",26891540,2-3,80-100
671,Vinhomes Times City - Park Hill,Apartment,3070.0,72.2,2,2,Bắc,unknown,2020-11-16 00:00:00 UTC,None,"Bán căn hộ 2 phòng ngủ, diện tích 72.2m2, giá 3.070 tỷ bao phí tại tòa Park 3 Vinhomes Times City Park Hill.Thông tin mô tả:- Diện tích: 72.2m2.- Hướng: Cửa hướng Tây, ban công hướng Bắc.- Thiết kế: 2 phòng ngủ sáng, 2 nhà vệ sinh.- Nội thất: Hệ thống đèn chiếu sáng sang trọng, điều hòa âm trần, sàn gỗ, tủ âm tường, bếp, tủ bếp và các thiết bị vệ sinh sang trọng, hiện đại... Nhà nguyên bản chủ đầu tư, chưa ở ngày nào.- Giá bán: 3.070 tỷ bao phí.- Pháp lý: Căn hộ đã có sổ đỏ chính chủ.- Liên hệ trực tiếp: Lê Hiền: 0979011612 (Zalo, viber, Ims).",27231827,3-4.5,50-80
672,Vinhomes Times City - Park Hill,Apartment,4420.0,100.0,3,2,Nam,unknown,2020-11-16 00:00:00 UTC,None,"Gia đình cần bán gấp căn hộ 3 PN bên Park Hill, ban công Nam mát.Diện tích căn hộ 100m2.Căn hộ thiết kế rất hợp lý với 3 phòng ngủ đều đón được ánh sáng tự nhiên, 2WC. Phòng khách rộng và thoáng.Nội thất nguyên bản chủ đầu tư, gồm điều hòa âm trần, sàn gỗ, thiết bị vệ sinh. Tủ âm tường, bếp, thiết bị vệ sinh nhập ngoại.Pháp lý sổ đỏ chính chủ.Giá bán 4,42 tỷ bao toàn bộ phí.Anh chị quan tâm LH: 0979702442 Zalo, Viber.",26692237,3-4.5,100-150
673,Vinhomes Times City - Park Hill,Apartment,3400.0,78.0,2,2,Bắc,có sổ đỏ/sổ hồng,2020-11-16 00:00:00 UTC,None,"Gia đình chuyển căn rộng hơn nên cần bán căn hộ Park Hill.- Diện tích: 78m2, 2 phòng ngủ, 2 vệ sinh, 1 bếp, 1 phòng khách.- Căn hộ ở tầng đẹp, ban công thoáng.- Có 2 logia trong căn hộ.- Nhà ở rất giữ gìn, sạch sạch sẽ.- Có thể để lại toàn bộ nội thất trong nhà cho gia chủ mới.- Thiện chí mua bán nhanh.Liên hệ: 0962606963/ 0393357113 (Yến).",27808473,3-4.5,50-80
674,Vinhomes Times City - Park Hill,Apartment,3600.0,97.0,2,2,Đông-Nam,có sổ đỏ/sổ hồng,2020-11-16 00:00:00 UTC,None,"Cần tài chính chủ nhà gửi bán gấp căn hộ 2Pn sáng bên tòa T02 Times City, 458 Minh Khai, Hai Bà Trưng, Hà Nội.Thông tin căn hộ:- Diện tích: 97m2.- Thiết kế là căn góc nên có 2 phòng ngủ phòng khách đều sáng, phòng ngủ chính có ban công.- Tiện ích được hưởng: Trường học, bệnh viện, trung tâm thương mại, phòng tập gym, spa, quảng trường đồng hồ, khu vui chơi thể thao, trẻ em.- Căn hộ đã có sổ đỏ, thuận tiện cho việc chuyển nhượng.- Giá: 3.6 tỷ bao tất cả các phí.- Liên hệ để được tư vấn chi tiết và xem nhà, hotline: 0963 702 813 Phạm Thủy Chuyên viên tư vấn (Zalo, Viber, Imessage).",27494424,3-4.5,80-100
